0610007P14Rik	ORF11|RIKEN cDNA 0610007P14 gene
Gtf2a2	Tfiia2|12kDa|TfIIg|general transcription factor II A, 2
Gtf2b	general transcription factor IIB
Gtf2e1	56kDa|2610024P03Rik|FE|TFIIE-A|general transcription factor II E, polypeptide 1 (alpha subunit)
Gtf2e2	C330006J08Rik|34kDa|general transcription factor II E, polypeptide 2 (beta subunit)
Gtf2f1	2810405L04Rik|general transcription factor IIF, polypeptide 1
Gtf2f2	1110031C13Rik|general transcription factor IIF, polypeptide 2
Gtf2h1	62kDa|p62|general transcription factor II H, polypeptide 1
Gtf2h2	44kDa|basal transcription factor 2, p44 subunit|p44|Btf2p44|general transcription factor II H, polypeptide 2
Gtf2h3	5033417D07Rik|BTF2|34kDa|D5Ertd679e|general transcription factor IIH, polypeptide 3
Gtf2h4	p52|general transcription factor II H, polypeptide 4
Gtf2h5	D17Wsu155e|2810432H05Rik|2700017P07Rik|general transcription factor IIH, polypeptide 5
Gtf2i	6030441I21Rik|BAP-135|TFII-I|general transcription factor II I
Gtf2ird1	Tg(Alb1-Myc)166.8Sst|Alb/c-myc line 166.8|Alb-c-myc line 166.8|BEN|ESTM9|binding factor for early enhancer|MusTRD1|GTF3|Cream1|WBSCR11|c-myc line 166.8|general transcription factor II I repeat domain-containing 1
Gtf2ird2	1700012P16Rik|GTF2I repeat domain containing 2
Gtf3a	2010015D03Rik|5330403M05Rik|2610111I01Rik|general transcription factor III A
Gtf3c1	general transcription factor III C 1
Gtf3c2	1300004C11Rik|2610510G03Rik|TFIIIC-BETA|TFIIIC110|general transcription factor IIIC, polypeptide 2, beta
Gtf3c3	general transcription factor IIIC, polypeptide 3
Gtf3c4	KAT12|general transcription factor IIIC, polypeptide 4
Gtf3c5	TFiiiC2-63|TFIIIC63|2700084A09Rik|TFIIICepsilon|general transcription factor IIIC, polypeptide 5
Gtf3c6	2410016F19Rik|general transcription factor IIIC, polypeptide 6, alpha
Gtpbp1	GTPBP1|GP-1|GTP binding protein 1
Gtpbp10	4930545J22Rik|GTP-binding protein 10 (putative)
Gtpbp2	nmf205|GTP binding protein 2
Gtpbp3	Gtpbp3|2410009F13Rik|GTP binding protein 3
Gtpbp4	Nog1|2610028C09Rik|Crfg|GTP binding protein 4
Gtpbp6	pgpl|Pgbpll|GTP binding protein 6 (putative)
Gtpbp8	0610037H22Rik|GTP-binding protein 8 (putative)
Gtse1	Gtse-1|B99|G two S phase expressed protein 1
Gtsf1	Cue110|1700006H03Rik|gametocyte specific factor 1
Gtsf1l	2410116G06Rik|gametocyte specific factor 1-like
Guca1a	mGCAP1|Guca1|guanylate cyclase activator 1a (retina)
Guca1b	GCAP2 (retina)|GCAP2|guanylate cyclase activator 1B
Guca2a	Guca2|guanylate cyclase activator 2a (guanylin)
Guca2b	uroguanylin|Gcap2|guanylate cyclase activator 2b (retina)
Gucd1	1110038D17Rik|guanylyl cyclase domain containing 1
Gucy1a2	A230060L24Rik|6330407I18Rik|guanylate cyclase 1, soluble, alpha 2
Gucy1a3	1200016O07Rik|alpha 1 sGC|sGC-alpha1|guanylate cyclase 1, soluble, alpha 3
Gucy1b2	guanylate cyclase 1, soluble, beta 2
Gucy1b3	beta 1 sGC|guanylate cyclase 1, soluble, beta 3
Gucy2c	GC-C|guanylate cyclase 2c
Gucy2d	guanylyl cyclase D|guanylate cyclase 2d
Gucy2e	GC-E|GC1|ROS-GC1|guanylate cyclase 2e
Gucy2f	GC-F|GC2|guanylate cyclase 2f
Gucy2g	GC-G|2410077I05Rik|guanylate cyclase 2g
Guf1	GUF1 GTPase homolog (S. cerevisiae)
Guk1	guanylate kinase 1
Gulo	L-gulono-gamma-lactone oxidase|sfx|gulonolactone (L-) oxidase
Gulp1	3110030A04Rik|Ced6|5730529O06Rik|GULP|CED-6|GULP, engulfment adaptor PTB domain containing 1
Gusb	adipose storage deficiency|Gus-r|asd|Gur|g|Gus|Gut|Gus-u|Gus-t|Gus-s|glucuronidase, beta
Gvin1	Iigs1|VLIG-1|9130002C22Rik|VLIG|9830104F22Rik|GTPase, very large interferon inducible 1
Gxylt1	Glt8d3|LOC223827|LOC382997|glucoside xylosyltransferase 1
Gxylt2	Glt8d4|LOC232313|glucoside xylosyltransferase 2
Gyg	glycogenin
Gykl1	Gk-rs1|glycerol kinase-like 1
Gyltl1b	5730485C17Rik|Large2|Largel|glycosyltransferase-like 1B
Gypa	GPA|CD235a|glycophorin A
Gypc	Cd236r|Gerbich antigen|0610037F22Rik|glycophorin C
Gys1	MGS|Gys3|glycogen synthase 1, muscle
Gys2	LGS|glycogen synthase, liver|glycogen synthase 2
Gzf1	Zfp336|8430437G08Rik|GDNF-inducible zinc finger protein 1
Gzma	BLT esterase|Ctla3|Hanukah factor|TSP-1|Hf|TSP1|SE1|serine esterase 1|Ctla-3|H factor|granzyme A
Gzmb	GZB|CCP-1/C11|Ctla1|Ctla-1|CCP1|granzyme B
Gzmc	Ctla5|CCP2|Ctla-5|granzyme C
Gzmd	Ctla-5|Ctla5|CCP5|granzyme D
Gzme	Ctla-6|Ctla6|CCP3|MCSP-2|granzyme E
Gzmf	granzyme G|MCSP-3|Ctla7|CTL serine protease 3|CCP4|Ctla-7|granzyme F
Gzmg	Ctla7|Ctla-7|granzyme G
Gzmk	granzyme K
Gzmm	Lmet1|granzyme M (lymphocyte met-ase 1)
Gzmn	GrN|granzyme N
H13	5031424B04Rik|4930443L17Rik|1200006O09Rik|Spp|H-13|histocompatibility 13
H1f0	H1fv|D130017D06Rik|H1 histone family, member 0
H1fnt	1700026P10Rik|H1T2|H1 histone family, member N, testis-specific
H1foo	H1oo|H1 histone family, member O, oocyte-specific
H1fx	LOC243529|H1X|H1 histone family, member X
H2-Aa	Aalpha|A alpha|H-2Aa|Ia-1|Ia1|I-Aalpha|histocompatibility 2, class II antigen A, alpha
H2-Ab1	Rmcs1|I-A<b>|A beta|Ia2|Abeta|I-Abeta|H2-Ab|H-2Ab|IAb|Ia-2|histocompatibility 2, class II antigen A, beta 1
H2-D1	H-2D|histocompatibility 2, D region locus 1
H2-DMa	H-2Ma|H2-M alpha|H2-Ma|histocompatibility 2, class II, locus DMa
H2-DMb1	H2-M beta1|H-2Mb1|H2-Mb1|histocompatibility 2, class II, locus Mb1
H2-DMb2	H-2Mb2|H2-M beta2|H2-Mb2|histocompatibility 2, class II, locus Mb2
H2-Eb1	H-2Eb|Ia-4|Ia4|histocompatibility 2, class II antigen E beta
H2-Eb2	Ia5|A130038H09Rik|H-2Eb2|Ia-5|histocompatibility 2, class II antigen E beta2
H2-K1	H-2K|histocompatibility 2, K1, K region
H2-Ke6	Ring2|H-2Ke6|H2-K region expressed gene 6
H2-M1	H-2M1|Mb1|histocompatibility 2, M region locus 1
H2-M10.1	9.5H|histocompatibility 2, M region locus 10.1
H2-M10.2	4.7H|histocompatibility 2, M region locus 10.2
H2-M10.3	5.3H|histocompatibility 2, M region locus 10.3
H2-M10.4	15H|histocompatibility 2, M region locus 10.4
H2-M10.5	6.9H|histocompatibility 2, M region locus 10.5
H2-M10.6	histocompatibility 2, M region locus 10.6
H2-M11	histocompatibility 2, M region locus 11
H2-M2	Thy19.4|H-2M2|histocompatibility 2, M region locus 2
H2-M3	H-2M3|Hmt|R4B2|histocompatibility 2, M region locus 3
H2-M5	H-2M5|D130003B22Rik|CRW2|histocompatibility 2, M region locus 5
H2-M9	M9|histocompatibility 2, M region locus 9
H2-Oa	H-2Oa|histocompatibility 2, O region alpha locus
H2-Ob	H-2I|H-2Ob|A-beta2|Ob|A-beta-2|H2-IAb2|H2-Ab2|H2-Ab|histocompatibility 2, O region beta locus
H2-Pb	H2-Ab3|Gm9566|A beta3|Ia7|H-2I|Pb|H-2Pb|H-2Ab|histocompatibility 2, P region beta locus
H2-Q1	Q1b|Q1|Q1k|Q1d|H-2Q1|histocompatibility 2, Q region locus 1
H2-Q10	Q10|H-2Q10|Qa10|histocompatibility 2, Q region locus 10
H2-Q2	H-2Q2|Gm11132|histocompatibility 2, Q region locus 2
H2-Q4	H2-Gs10|Qat-4|Qb1|Qa-4|Qb-1|H-2Q4|Qa4|histocompatibility 2, Q region locus 4
H2-Q6	0610037M15Rik|Qa6|Qa-6|H-2Q6|histocompatibility 2, Q region locus 6
H2-Q7	H-2Q7|Ped|Qa7|Qa-7|histocompatibility 2, Q region locus 7
H2-T22	H-2T22|H-2T17|H2-T17|histocompatibility 2, T region locus 22
H2-T23	H-2T23|Qa-1|Qa1|Qed-1|T23b|T23d|37b|37c|T18c|T18c(37)|histocompatibility 2, T region locus 23
H2-T24	H-2T24|histocompatibility 2, T region locus 24
H2-T3	H-2T3|TL|H2-Tw3|histocompatibility 2, T region locus 3
H2afb1	1700113O17Rik|Tseg1|H2AL2|H2A histone family, member B1
H2afb2	EG624153|H2A.Bbd4|H2afb2-ps|H2A histone family, member B2
H2afb3	EG624957|H2A.Bbd3|H2afb3-ps|H2A histone family, member B3
H2afj	H2A histone family, member J
H2afv	C530002L11Rik|H2A histone family, member V
H2afx	H2ax|Hist5-2ax|H2A.X|gammaH2ax|H2A histone family, member X
H2afy	MACROH2A1.2|H2AF12M|mH2a1|macroH2A1|H2A histone family, member Y
H2afy2	macroH2A2|H2A histone family, member Y2
H2afz	H2A.Z|H2A histone family, member Z
H2bfm	H2BL2|1700014N06Rik|H2B histone family, member M
H3f3a	H3.3A|H3 histone, family 3A
H3f3b	H3.3B|9430068D06Rik|H3 histone, family 3B
H60b	EG667281|histocompatibility 60b
H60c	Gm9491|4632413I24Rik|histocompatibility 60c
H6pd	G6pd1|Gpd1|Gpd-1|hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)
Haao	0610012J07Rik|3-HAO|0610007K21Rik|3-HAOxase|3HAO|3-hydroxyanthranilate 3,4-dioxygenase
Habp2	FSAP|hyaluronic acid binding protein 2
Habp4	4933428J01Rik|4933413D03Rik|hyaluronic acid binding protein 4
Hacd1	Ptpla|3-hydroxyacyl-CoA dehydratase 1
Hacd2	6330408J20Rik|Ptplb|3-hydroxyacyl-CoA dehydratase 2
Hacd3	Hspc121|Ptplad1|B-ind1|3-hydroxyacyl-CoA dehydratase 3
Hacd4	4933428I03Rik|Ptplad2|3-hydroxyacyl-CoA dehydratase 4
Hace1	A730034A22Rik|1700042J16Rik|HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1
Hacl1	1600020H07Rik|Hpcl|Phyh2|2-hydroxyacyl-CoA lyase 1
Hadh	Schad|Hadhsc|hydroxyacyl-Coenzyme A dehydrogenase
Hadha	Mtpa|hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit
Hadhb	4930479F15Rik|Mtpb|hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit
Hagh	Glo2|Rsp29|Glo-2|hydroxyacyl glutathione hydrolase
Haghl	C330022E15Rik|1500017E18Rik|2810014I23Rik|hydroxyacylglutathione hydrolase-like
Hal	Hsd|histidase|histidine ammonia lyase
Hamp	HEPC1|Hepc|hepcidin antimicrobial peptide
Hamp2	1810073K19Rik|HEPC2|hepcidin antimicrobial peptide 2
Hand1	Th1|bHLHa27|eHAND|Ehand1|Hxt|Thing1|heart and neural crest derivatives expressed transcript 1
Hand2	dHAND|Hed|Ehand2|bHLHa26|Thing2|heart and neural crest derivatives expressed transcript 2
Hao1	Gox1|Hao-1|GOX|hydroxyacid oxidase 1, liver
Hao2	Hao3|hydroxyacid oxidase 2
Hap1	HAP-1|huntingtin-associated protein 1
Hapln1	Crtl1|CLP|link protein|cartilage linking protein 1|LP-1|Crtl1l|hyaluronan and proteoglycan link protein 1
Hapln2	Bral1|4930401E20Rik|hyaluronan and proteoglycan link protein 2
Hapln3	Lpr3|4930554N11Rik|hyaluronan and proteoglycan link protein 3
Hapln4	Bral2|hyaluronan and proteoglycan link protein 4
Harbi1	D230010M03Rik|harbinger transposase derived 1
Hars	MMHRS|histidyl-tRNA synthetase
Hars2	4631412B19Rik|Harsl|HO3|HARSR|histidyl-tRNA synthetase 2, mitochondrial (putative)
Has1	hyaluronan synthase1
Has2	hyaluronan synthase 2
Has3	hyaluronan synthase 3
Hat1	KAT1|2410071B14Rik|histone aminotransferase 1
Haus1	Ccdc5|spindle associated|HEI-C|HAUS augmin-like complex, subunit 1
Haus2	1700101G24Rik|2410007P03Rik|Cep27|HAUS augmin-like complex, subunit 2
Haus3	D4S43h|D5H4S43|D5H4S43E|HAUS augmin-like complex, subunit 3
Haus4	D14Ertd500e|9430093H08Rik|HAUS augmin-like complex, subunit 4
Haus5	2310022K01Rik|HAUS augmin-like complex, subunit 5
Haus6	6230416J20Rik|D4Ertd27e|HAUS augmin-like complex, subunit 6
Haus7	1110020L19Rik|Uchl5ip|HAUS augmin-like complex, subunit 7
Haus8	2410004L22Rik|Hice1|4HAUS augmin-like complex, subunit 8
Havcr1	TIM-1|Tim1|KIM-1|hepatitis A virus cellular receptor 1
Havcr2	TIM-3|Timd3|Tim3|hepatitis A virus cellular receptor 2
Hax1	mHAX-1s|HS1-associated protein X-1|Silg111|Hs1bp1|HAX-1|HCLS1 associated X-1
Hba-a1	Hba1|alpha 1 globin|hemoglobin alpha, adult chain 1
Hba-a2	alpha 2 globin|hemoglobin alpha, adult chain 2
Hba-x	zeta globin|hemoglobin X, alpha-like embryonic chain in Hba complex
Hbb-bh1	beta Hl globin|betaH1|hemoglobin Z, beta-like embryonic chain
Hbb-bh2	Gm5736|hemoglobin beta, bh2
Hbb-bs	beta s|hemoglobin, beta adult s chain
Hbb-bt	beta t|hemoglobin, beta adult t chain
Hbb-y	Hby|Ey|epsilon Y globin|hemoglobin Y, beta-like embryonic chain
Hbegf	Hegfl|Dtr|HB-EGF|heparin-binding EGF-like growth factor
Hbp1	C330012F01Rik|1700058O05Rik|C86454|high mobility group box transcription factor 1
Hbq1a	Hbq1|A230090E05Rik|LOC380691|hemoglobin, theta 1A
Hbq1b	F830116E18Rik|hemoglobin, theta 1B
Hbs1l	eRFS|2810035F15Rik|Hbs1-like (S. cerevisiae)
Hc	C5|He|C5a|hemolytic complement
Hcar1	Gpr81|hydrocarboxylic acid receptor 1
Hcar2	Pumag|Gpr109a|PUMA-G|HM74|Niacr1|Gpr109b|hydroxycarboxylic acid receptor 2
Hccs	holocytochrome c synthetase
Hcfc1	HCF1|HCF-1|VP16 accessory protein|host cell factor C1
Hcfc1r1	host cell factor C1 regulator 1 (XPO1-dependent)
Hcfc2	1700129L13Rik|host cell factor C2
Hck	Bmk|Hck-1|hemopoietic cell kinase
Hcls1	HS1|hematopoietic cell specific Lyn substrate 1
Hcn1	C630013B14Rik|Bcng1|HAC2|hyperpolarization-activated, cyclic nucleotide-gated K+ 1
Hcn2	trls|HAC1|hyperpolarization-activated, cyclic nucleotide-gated K+ 2
Hcn3	Hac3|hyperpolarization-activated, cyclic nucleotide-gated K+ 3
Hcn4	hyperpolarization-activated, cyclic nucleotide-gated K+ 4
Hcrt	orexin B|orexin A|hypocretin
Hcrtr1	OX1R|hypocretin (orexin) receptor 1
Hcrtr2	mOX2aR|OX2r|mOX2bR|mOXR2|hypocretin (orexin) receptor 2
Hcst	KAP10|DAP10|hematopoietic cell signal transducer
Hdac1	MommeD5|HD1|RPD3|histone deacetylase 1
Hdac10	histone deacetylase 10
Hdac11	histone deacetylase 11
Hdac2	Yy1bp|D10Wsu179e|histone deacetylase 2
Hdac3	histone deacetylase 3
Hdac4	4932408F19Rik|histone deacetylase 4
Hdac5	mHDA1|histone deacetylase 5
Hdac6	mHDA2|Sfc6|histone deacetylase 6
Hdac7	Hdac7a|5830434K02Rik|histone deacetylase 7
Hdac8	2610007D20Rik|histone deacetylase 8
Hdac9	D030072B18Rik|Hdac7b|Mitr|HDRP|histone deacetylase 9
Hdc	L-histidine decarboxylase|Hdc-a|Hdc-c|Hdc-e|Hdc-s|histidine decarboxylase
Hddc2	2310057G13Rik|HD domain containing 2
Hddc3	1110033O09Rik|HD domain containing 3
Hdgf	D3Ertd299e|hepatoma-derived growth factor
Hdgfl1	HRP-1|Pwwp1|Hdgfrp1|hepatoma derived growth factor-like 1
Hdgfrp2	HRP-2|hepatoma-derived growth factor, related protein 2
Hdgfrp3	HRP-3|2700022B06Rik|hepatoma-derived growth factor, related protein 3
Hdhd1a	GS1|1700121L12Rik|haloacid dehalogenase-like hydrolase domain containing 1A
Hdhd2	0610039H12Rik|3110052N05Rik|haloacid dehalogenase-like hydrolase domain containing 2
Hdhd3	2810435D12Rik|haloacid dehalogenase-like hydrolase domain containing 3
Hdlbp	D1Ertd101e|1110005P14Rik|high density lipoprotein (HDL) binding protein
Hdx	D030011N01Rik|highly divergent homeobox
Heatr1	B130016L12Rik|HEAT repeat containing 1
Heatr3	C030036P15Rik|HEAT repeat containing 3
Heatr4	Gm17673|HEAT repeat containing 4
Heatr5a	D930036F22Rik|HEAT repeat containing 5A
Heatr5b	A230048G03Rik|2010013B10Rik|D330050P16Rik|HEAT repeat containing 5B
Heatr6	2700008B19Rik|HEAT repeat containing 6
Heatr9	Gm11435|HEAT repeat containing 9
Hebp1	p22 HBP|heme binding protein 1
Hebp2	SOUL|heme binding protein 2
Heca	LOC380629|headcase homolog (Drosophila)
Hectd1	opm|A630086P08Rik|b2b327Clo|HECT domain containing 1
Hectd2	A630025O09Rik|HECT domain containing 2
Hectd3	1700064K09Rik|HECT domain containing 3
Hecw1	E130207I19Rik|NEDL1|HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1
Hecw2	A730039N16Rik|D030049F17Rik|Nedl2|HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
Heg1	4632417D23Rik|5530401I02Rik|LOC268884|9530025L16Rik|HEG homolog 1 (zebrafish)
Helb	D10Ertd664e|helicase (DNA) B
Hells	YFK8|proliferation-associated SNF2-like|LSH|E130115I21Rik|PASG|Lysh|helicase, lymphoid specific
Helq	D430018E21Rik|Hel308|helicase, POLQ-like
Helt	Heslike|megane|helt bHLH transcription factor
Helz	9630002H22Rik|9430093I07Rik|3110078M01Rik|helicase with zinc finger domain
Helz2	BC006779|helicase with zinc finger 2, transcriptional coactivator
Hemgn	EDAG|4921524M03Rik|hemogen
Hemk1	2310008M14Rik|HemK methyltransferase family member 1
Henmt1	4921515J06Rik|Hen1|HEN1 methyltransferase homolog 1 (Arabidopsis)
Hepacam	Glialcam|2900042E01Rik|hepatocyte cell adhesion molecule
Hepacam2	HEPACAM family member 2
Heph	sex linked anemia|sla|C130006F04Rik|Cpl|hephaestin
Hephl1	LOC244698|zyklopen|Zp|hephaestin-like 1
Herc1	D130015N03Rik|tbl|2810449H11Rik|hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1
Herc2	rjs|D15F32S1h|D7H15F32S1|D7H15F37S1|jdf2|hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 2
Herc3	5730409F18Rik|hect domain and RLD 3
Herc4	9530080M15Rik|4921531D01Rik|1700056O17Rik|hect domain and RLD 4
Herc6	2510038N07Rik|4930427L17Rik|CEB1|Herc5|1700121D12Rik|hect domain and RLD 6
Herpud1	Mifl|Herp|homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1
Herpud2	5031400M07Rik|HERPUD family member 2
Hes1	Hry|bHLHb39|hairy and enhancer of split 1 (Drosophila)
Hes2	HES-2|hairy and enhancer of split 2 (Drosophila)
Hes3	bHLHb43|hairy and enhancer of split 3 (Drosophila)
Hes5	bHLHb38|hairy and enhancer of split 5 (Drosophila)
Hes6	bHLHb41|hairy and enhancer of split 6
Hes7	bHLHb37|hairy and enhancer of split 7 (Drosophila)
Hesx1	Rpx|HES-1|homeobox gene expressed in ES cells
Hexa	Hex-1|hexosaminidase A
Hexb	hexosaminidase B
Hexdc	hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing
Hexim1	CLP-1|7330426E13Rik|HIS1|Clp1|hexamethylene bis-acetamide inducible 1
Hexim2	4933402L21Rik|hexamethylene bis-acetamide inducible 2
Hey1	CHF2|HRT1|Herp2|Hesr1|hesr-1|bHLHb31|hairy/enhancer-of-split related with YRPW motif 1
Hey2	CHF1|Hesr2|bHLHb32|Hrt2|Herp1|hairy/enhancer-of-split related with YRPW motif 2
Heyl	Hesr3|Hey3|bHLHb33|Hrt3|hairy/enhancer-of-split related with YRPW motif-like
Hfe	MR2|hemochromatosis
Hfe2	DL-M|hemojuvelin|HJV|5230400G09Rik|Rgmc|2310035L15Rik|hemochromatosis type 2 (juvenile) (human homolog)
Hfm1	LOC381663|Sec63d1|A330009G12Rik|Mer3|HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)
Hgd	homogentisate 1, 2-dioxygenase
Hgf	SF/HGF|HGF/SF|NK2|C230052L06Rik|NK1|scatter factor|hepatocyte growth factor
Hgfac	HGFA|hepatocyte growth factor activator
Hgh1	D15Ertd741e|Brp16|Fam203a|HGH1 homolog
Hgs	Hrs|tn|HGF-regulated tyrosine kinase substrate
Hgsnat	9430010M12Rik|D8Ertd354e|Tmem76|heparan-alpha-glucosaminide N-acetyltransferase
Hhat	Skn|2810432O22Rik|Tg(TFAP2A-cre)1Will|AP-2CRE|hedgehog acyltransferase
Hhatl	Gup1|1110011D13Rik|hedgehog acyltransferase-like
Hhex	Hex1|Hhex-rs2|Hex|Prhx|hematopoietically expressed homeobox
Hhip	Hhip1|Hip|Hip1|Hedgehog-interacting protein
Hhipl1	1600002O04Rik|hedgehog interacting protein-like 1
Hhipl2	4930507C10Rik|hedgehog interacting protein-like 2
Hhla1	F930104E18Rik|HERV-H LTR-associating 1
Hiat1	hippocampus abundant gene transcript 1
Hiatl1	5730414C17Rik|hippocampus abundant transcript-like 1
Hibadh	6430402H10Rik|3-hydroxyisobutyrate dehydrogenase
Hibch	2610509I15Rik|HIBYL-COA-H|3-hydroxyisobutyryl-Coenzyme A hydrolase
Hic1	HIC-1|hypermethylated in cancer 1
Hic2	HRG22|hypermethylated in cancer 2
Hid1	C630004H02Rik|HID1 domain containing
Hif1a	HIF1alpha|MOP1|bHLHe78|HIF-1alpha|hypoxia inducible factor 1, alpha subunit
Hif1an	2310046M24Rik|FIH|A830014H24Rik|hypoxia-inducible factor 1, alpha subunit inhibitor
Hif3a	Nepas|bHLHe17|MOP7|hypoxia inducible factor 3, alpha subunit
Higd1a	7420700H20Rik|HIMP1|2210020B17Rik|Hig1|HIG1 domain family, member 1A
Higd1b	2310056K19Rik|HIG1 domain family, member 1B
Higd1c	Yghl1-4|HIG1-4|LOC380975|HIG1 domain family, member 1C
Higd2a	2010110M21Rik|HIG1 domain family, member 2A
Hilpda	2310016C08Rik|hypoxia inducible lipid droplet associated
Hils1	TISP64|histone H1-like protein in spermatids 1
Hinfp	Mizf|DKFZp434F162|histone H4 transcription factor
Hint1	protein kinase C inhibitor 1|PKCI-1|Ipk1|PKC inhibitor/ interacting protein|PRKCNH1|histidine triad nucleotide binding protein 1
Hint2	1190005L05Rik|histidine triad nucleotide binding protein 2
Hint3	0610010I17Rik|HINT4|histidine triad nucleotide binding protein 3
Hip1	2610109B09Rik|E130315I21Rik|HIP-1|A930014B11Rik|huntingtin interacting protein 1
Hip1r	huntingtin interacting protein 1 related
Hipk1	1110062K04Rik|Myak|homeodomain interacting protein kinase 1
Hipk2	Stank|1110014O20Rik|B230339E18Rik|homeodomain interacting protein kinase 2
Hipk3	DYRK6|FIST3|homeodomain interacting protein kinase 3
Hipk4	LOC233020|homeodomain interacting protein kinase 4
Hira	Tuple1|Gm15797|D16Ertd95e|histone cell cycle regulation defective homolog A (S. cerevisiae)
Hirip3	HIRA interacting protein 3
Hist1h1a	H1f1|H1.1|H1a|H1var3|histone cluster 1, H1a
Hist1h1b	H1s-3|H1f5|H1.5|H1B|histone cluster 1, H1b
Hist1h1c	H1.2|H1f2|0610008C09Rik|H1var1|H1c|histone cluster 1, H1c
Hist1h1d	H1f3|H1.3|H1D|H1s-4|histone cluster 1, H1d
Hist1h1e	H1e|H1s-4|H1f4|H1-4|H1var2|histone cluster 1, H1e
Hist1h1t	H1ft|histone cluster 1, H1t
Hist1h2aa	histone cluster 1, H2aa
Hist1h2ab	H2a-53|H2A.1|histone cluster 1, H2ab
Hist1h2ac	histone cluster 1, H2ac
Hist1h2ad	histone cluster 1, H2ad
Hist1h2ae	histone cluster 1, H2ae
Hist1h2af	H2a-221|histone cluster 1, H2af
Hist1h2ag	histone cluster 1, H2ag
Hist1h2ah	histone cluster 1, H2ah
Hist1h2ai	H2a-291A|histone cluster 1, H2ai
Hist1h2ak	histone cluster 1, H2ak
Hist1h2al	EG667728|histone cluster 1, H2al
Hist1h2an	histone cluster 1, H2an
Hist1h2ao	histone cluster 1, H2ao
Hist1h2ap	ENSMUSG00000060262|Gm11276|histone cluster 1, H2ap
Hist1h2ba	histone cluster 1, H2ba
Hist1h2bb	H2b-143|histone cluster 1, H2bb
Hist1h2bc	2610022J01Rik|H2bfs|histone cluster 1, H2bc
Hist1h2be	histone cluster 1, H2be
Hist1h2bf	histone cluster 1, H2bf
Hist1h2bg	histone cluster 1, H2bg
Hist1h2bh	histone cluster 1, H2bh
Hist1h2bj	histone cluster 1, H2bj
Hist1h2bk	histone cluster 1, H2bk
Hist1h2bl	histone cluster 1, H2bl
Hist1h2bm	histone cluster 1, H2bm
Hist1h2bn	histone cluster 1, H2bn
Hist1h2bp	histone cluster 1, H2bp
Hist1h2bq	Gm13646|histone cluster 1, H2bq
Hist1h2br	Gm11277|histone cluster 1 H2br
Hist1h3a	histone cluster 1, H3a
Hist1h3b	H3-53|histone cluster 1, H3b
Hist1h3c	H3-143|histone cluster 1, H3c
Hist1h3d	H3-b|histone cluster 1, H3d
Hist1h3e	H3.1|H3-f|histone cluster 1, H3e
Hist1h3f	H3.2-221|histone cluster 1, H3f
Hist1h3g	H3.1-221|M32460|histone cluster 1, H3g
Hist1h3h	H3-291|histone cluster 1, H3h
Hist1h3i	H3-H|histone cluster 1, H3i
Hist1h4a	histone cluster 1, H4a
Hist1h4b	histone cluster 1, H4b
